timestamp,vibration_mms,temperature_c,rpm
2026-09-20 14:05:48.747986,0.45,59.82,1752.6
2026-09-20 14:05:49.747986,0.499,63.91,1746.3
2026-09-20 14:05:50.747986,0.486,65.78,1751.4
2026-09-20 14:05:51.747986,0.516,62.04,1732.2
2026-09-20 14:05:52.747986,0.459,65.37,1754.1
2026-09-20 14:05:53.747986,0.526,64.97,1739.7
2026-09-20 14:05:54.747986,0.577,66.16,1736.5
2026-09-20 14:05:55.747986,0.495,65.24,1734.8
2026-09-20 14:05:56.747986,0.52,63.05,1761.1
2026-09-20 14:05:57.747986,0.535,67.39,1743.7
2026-09-20 14:05:58.747986,0.48,64.68,1765.3
2026-09-20 14:05:59.747986,0.511,64.95,1744.6
2026-09-20 14:06:00.747986,0.501,63.13,1732.9
2026-09-20 14:06:01.747986,0.505,64.11,1738.8
2026-09-20 14:06:02.747986,0.461,63.23,1762.4
2026-09-20 14:06:03.747986,0.501,64.65,1748.4
2026-09-20 14:06:04.747986,0.525,68.42,1744.5
2026-09-20 14:06:05.747986,0.573,62.26,1751.6
2026-09-20 14:06:06.747986,0.548,61.77,1755.0
2026-09-20 14:06:07.747986,0.608,67.94,1761.2
2026-09-20 14:06:08.747986,0.462,64.58,1764.5
2026-09-20 14:06:09.747986,0.544,63.66,1746.4
2026-09-20 14:06:10.747986,0.509,67.08,1736.7
2026-09-20 14:06:11.747986,0.609,63.79,1745.9
2026-09-20 14:06:12.747986,0.46,68.65,1752.6
2026-09-20 14:06:13.747986,0.458,66.36,1740.4
2026-09-20 14:06:14.747986,0.47,64.02,1740.4
2026-09-20 14:06:15.747986,0.394,69.31,1753.4
2026-09-20 14:06:16.747986,0.474,63.79,1749.5
2026-09-20 14:06:17.747986,0.462,66.48,1750.3
2026-09-20 14:06:18.747986,0.508,65.6,1742.4
2026-09-20 14:06:19.747986,0.517,67.6,1747.7
2026-09-20 14:06:20.747986,0.594,68.12,1740.8
2026-09-20 14:06:21.747986,0.548,65.06,1758.9
2026-09-20 14:06:22.747986,0.471,63.49,1760.4
2026-09-20 14:06:23.747986,0.455,65.92,1731.5
2026-09-20 14:06:24.747986,0.525,63.64,1740.7
2026-09-20 14:06:25.747986,0.434,69.03,1735.0
2026-09-20 14:06:26.747986,0.592,65.27,1743.5
2026-09-20 14:06:27.747986,0.559,64.27,1749.2
2026-09-20 14:06:28.747986,0.477,65.37,1735.5
2026-09-20 14:06:29.747986,0.414,62.31,1740.8
2026-09-20 14:06:30.747986,0.568,63.06,1740.0
2026-09-20 14:06:31.747986,0.494,67.4,1752.1
2026-09-20 14:06:32.747986,0.562,63.69,1750.7
2026-09-20 14:06:33.747986,0.42,62.91,1742.8
2026-09-20 14:06:34.747986,0.47,66.07,1751.8
2026-09-20 14:06:35.747986,0.5,67.37,1744.5
2026-09-20 14:06:36.747986,0.502,66.44,1747.3
2026-09-20 14:06:37.747986,0.477,66.99,1766.7
2026-09-20 14:06:38.747986,0.531,63.49,1763.4
2026-09-20 14:06:39.747986,0.447,62.16,1737.0
2026-09-20 14:06:40.747986,0.493,68.0,1758.3
2026-09-20 14:06:41.747986,0.506,64.35,1758.1
2026-09-20 14:06:42.747986,0.526,64.5,1738.5
2026-09-20 14:06:43.747986,0.536,67.66,1758.2
2026-09-20 14:06:44.747986,0.444,66.11,1765.4
2026-09-20 14:06:45.747986,0.423,65.91,1738.8
2026-09-20 14:06:46.747986,0.564,69.33,1740.8
2026-09-20 14:06:47.747986,0.517,63.71,1760.2
2026-09-20 14:06:48.747986,0.463,66.86,1752.7
2026-09-20 14:06:49.747986,0.578,65.11,1755.5
2026-09-20 14:06:50.747986,0.506,65.54,1753.4
2026-09-20 14:06:51.747986,0.559,68.06,1753.9
2026-09-20 14:06:52.747986,0.503,66.02,1736.7
2026-09-20 14:06:53.747986,0.603,66.08,1760.5
2026-09-20 14:06:54.747986,0.588,67.15,1761.7
2026-09-20 14:06:55.747986,0.488,64.27,1747.7
2026-09-20 14:06:56.747986,0.549,63.32,1749.6
2026-09-20 14:06:57.747986,0.532,62.91,1734.7
2026-09-20 14:06:58.747986,0.568,61.07,1755.1
2026-09-20 14:06:59.747986,0.452,69.11,1755.7
2026-09-20 14:07:00.747986,0.534,62.79,1749.4
2026-09-20 14:07:01.747986,0.553,64.56,1761.2
2026-09-20 14:07:02.747986,0.412,64.45,1746.7
2026-09-20 14:07:03.747986,0.441,65.61,1755.6
2026-09-20 14:07:04.747986,0.398,66.63,1739.8
2026-09-20 14:07:05.747986,0.487,66.72,1749.8
2026-09-20 14:07:06.747986,0.536,63.83,1748.3
2026-09-20 14:07:07.747986,0.575,64.67,1752.3
2026-09-20 14:07:08.747986,0.504,65.57,1746.3
2026-09-20 14:07:09.747986,0.581,64.5,1748.7
2026-09-20 14:07:10.747986,0.431,68.21,1758.3
2026-09-20 14:07:11.747986,0.415,65.98,1745.6
2026-09-20 14:07:12.747986,0.497,66.47,1733.9
2026-09-20 14:07:13.747986,0.519,66.33,1767.5
2026-09-20 14:07:14.747986,0.498,67.35,1763.8
2026-09-20 14:07:15.747986,0.397,65.36,1737.1
2026-09-20 14:07:16.747986,0.496,62.41,1756.9
2026-09-20 14:07:17.747986,0.435,65.8,1745.0
2026-09-20 14:07:18.747986,0.533,63.7,1752.6
2026-09-20 14:07:19.747986,0.518,63.94,1752.9
2026-09-20 14:07:20.747986,0.453,66.17,1747.7
2026-09-20 14:07:21.747986,0.474,67.48,1742.2
2026-09-20 14:07:22.747986,0.447,65.04,1743.1
2026-09-20 14:07:23.747986,0.497,65.62,1740.8
2026-09-20 14:07:24.747986,0.548,68.4,1741.7
2026-09-20 14:07:25.747986,0.451,65.48,1749.3
2026-09-20 14:07:26.747986,0.525,70.2,1742.8
2026-09-20 14:07:27.747986,0.473,66.13,1756.8
2026-09-20 14:07:28.747986,0.46,61.48,1764.9
2026-09-20 14:07:29.747986,0.495,66.51,1744.2
2026-09-20 14:07:30.747986,0.448,65.76,1752.4
2026-09-20 14:07:31.747986,0.472,67.58,1755.0
2026-09-20 14:07:32.747986,0.44,66.35,1754.7
2026-09-20 14:07:33.747986,0.598,64.72,1750.8
2026-09-20 14:07:34.747986,0.502,62.55,1757.4
2026-09-20 14:07:35.747986,0.465,64.58,1754.8
2026-09-20 14:07:36.747986,0.511,63.3,1737.6
2026-09-20 14:07:37.747986,0.494,63.84,1758.7
2026-09-20 14:07:38.747986,0.489,66.18,1758.9
2026-09-20 14:07:39.747986,0.531,68.34,1742.4
2026-09-20 14:07:40.747986,0.538,65.79,1750.4
2026-09-20 14:07:41.747986,0.473,62.61,1756.8
2026-09-20 14:07:42.747986,0.471,65.89,1747.9
2026-09-20 14:07:43.747986,0.486,67.39,1760.7
2026-09-20 14:07:44.747986,0.385,63.78,1773.6
2026-09-20 14:07:45.747986,0.424,64.73,1742.1
2026-09-20 14:07:46.747986,0.568,65.03,1736.2
2026-09-20 14:07:47.747986,0.582,63.43,1753.0
2026-09-20 14:07:48.747986,0.488,66.3,1757.2
2026-09-20 14:07:49.747986,0.529,64.76,1747.7
2026-09-20 14:07:50.747986,0.516,65.84,1764.5
2026-09-20 14:07:51.747986,0.654,63.23,1736.6
2026-09-20 14:07:52.747986,0.556,64.13,1756.9
2026-09-20 14:07:53.747986,0.494,66.44,1743.9
